id_transaksi,id_rekening,nama,alamat,jumlah_pinjaman,pendapatan_bulanan,usia_nasabah,status_pekerjaan,Credit_Score,riwayat_kredit,tanggal_data
509,926950051,Jesus Yurkin,76286 Truax Pass,9000000,10000000,24,wirausaha,612,baik,2025-04-07
510,998366896,Kris Yair,65975 Arapahoe Alley,7000000,8000000,41,wirausaha,537,baik,2025-07-28
511,904460828,Sergeant Harwin,9853 Dahle Park,9000000,11000000,32,wirausaha,582,buruk,2024-12-22
512,914065023,Ross Causer,66510 Mallard Crossing,8000000,9000000,47,karyawan_swasta,850,baik,2025-05-21
513,901537538,Jacintha Millson,79 Grover Crossing,13000000,15000000,27,karyawan_swasta,717,baik,2025-05-23
514,938400042,Biddie Duncklee,91142 Carberry Terrace,13000000,15000000,50,karyawan_swasta,720,baik,2025-01-28
515,966437343,Augusto Roller,0476 Lighthouse Bay Road,8000000,9000000,23,pns,799,baik,2025-03-25
516,996844827,Pammy Pastor,3 Lindbergh Park,15000000,13000000,29,pns,819,baik,2025-06-02
517,989363318,Norri Androck,832 Arkansas Trail,7000000,8000000,19,wirausaha,673,buruk,2024-11-16
518,945046422,Hinze Boulde,5200 Prentice Alley,14000000,16000000,30,wirausaha,628,baik,2025-04-15
519,920557314,Peg Badder,79701 Corscot Street,8000000,9000000,49,wirausaha,730,baik,2024-10-04
520,972491462,Lotti Cleaton,7140 Alpine Park,13000000,11000000,31,wirausaha,728,baik,2025-04-29
521,900442527,Joela Belly,12487 Ridgeview Circle,15000000,17000000,21,karyawan_swasta,805,baik,2025-07-22
522,929970497,Hilliard Bratt,939 Browning Plaza,5000000,6000000,42,wirausaha,705,baik,2025-04-07
523,976324946,Bridget Kolis,03 Farwell Way,7000000,8000000,32,karyawan_swasta,723,baik,2024-10-22
524,989452760,Danit Droghan,00748 Paget Park,10000000,12000000,27,karyawan_swasta,668,baik,2025-02-28
525,964574406,Pamela Stair,7 Scofield Pass,7000000,6000000,18,wirausaha,720,baik,2025-06-19
526,997587736,Marcie Ohrtmann,53647 Glacier Hill Pass,13000000,15000000,37,wirausaha,711,baik,2025-05-13
527,927981726,Roddie Guidoni,127 Kim Alley,15000000,17000000,41,wirausaha,741,baik,2025-01-29
528,939165026,Karolina Chippendale,0 Roxbury Hill,7000000,8000000,40,wirausaha,688,baik,2024-11-21
529,912064425,Johanna Craze,0163 Buhler Plaza,11000000,9000000,40,wirausaha,637,baik,2025-03-28
530,962901548,Rancell Cofax,2 Northport Road,11000000,13000000,48,wirausaha,737,baik,2024-10-25
531,957724610,Chery Bettleson,14049 Holmberg Drive,8000000,9000000,52,karyawan_swasta,715,baik,2025-05-08
532,912409874,Evan Brame,09 2nd Park,11000000,13000000,55,wirausaha,712,baik,2025-04-30
533,973401198,Terrell Screaton,19276 Lakewood Alley,7000000,8000000,32,pns,794,baik,2024-11-04
534,981889755,Normand Cowern,10258 Ronald Regan Avenue,7000000,8000000,26,wirausaha,788,baik,2025-01-25
535,950331494,Eal Ellif,40438 Columbus Way,9000000,8000000,30,wirausaha,723,baik,2025-08-07
536,985366002,Lamar Filipowicz,98795 Meadow Valley Way,11000000,12000000,30,karyawan_swasta,675,baik,2024-10-22
537,938315576,Lyndsie Inkpin,6973 8th Alley,9000000,7000000,18,karyawan_swasta,514,baik,2025-04-03
538,978300802,Dulci Sperski,37 Longview Park,13000000,16000000,40,karyawan_swasta,672,baik,2024-09-26
539,924832032,Filia Searles,62 Tennyson Court,13000000,11000000,34,pns,701,baik,2025-06-29
540,960808853,Lanie Farnhill,92 Towne Plaza,10000000,12000000,44,pns,592,buruk,2025-03-01
541,958748475,Kelci Badsworth,12061 Elmside Hill,13000000,15000000,56,karyawan_swasta,742,baik,2025-05-07
542,983204685,Biddie Altimas,3202 Golden Leaf Terrace,15000000,17000000,38,wirausaha,619,baik,2025-04-18
543,969124886,Shannan Carine,9461 Lake View Alley,9000000,11000000,20,karyawan_swasta,700,baik,2025-03-20
544,947734740,Arley Lintott,2444 Drewry Center,8000000,7000000,49,karyawan_swasta,832,baik,2025-05-25
545,971024673,Patricio Weeds,11 Westerfield Drive,9000000,7000000,46,pns,668,baik,2025-05-10
546,928870337,Rora Stollery,73 Hudson Street,13000000,11000000,43,karyawan_swasta,738,baik,2025-05-12
547,977985584,Quintana Vannacci,0 Mitchell Center,11000000,13000000,22,wirausaha,829,baik,2025-01-20
548,924398371,Deedee Saxby,08608 Declaration Center,7000000,8000000,30,karyawan_swasta,657,baik,2024-11-02
549,969596014,Emmalee Edrich,80 Ohio Court,15000000,17000000,24,wirausaha,755,baik,2025-03-09
550,990511968,Vi Schroter,2142 Westport Pass,14000000,13000000,29,wirausaha,685,baik,2024-11-22
551,981728673,Mitch Heart,90 Burning Wood Road,14000000,12000000,39,wirausaha,718,baik,2025-02-28
552,990971892,Nico Rogans,88 Weeping Birch Court,12000000,14000000,27,pns,686,baik,2024-12-06
553,975267915,Inger Grodden,9 West Way,11000000,12000000,22,karyawan_swasta,738,baik,2024-11-28
554,995955077,Isidoro Petchell,74 Oak Road,5000000,6000000,32,wirausaha,822,baik,2025-06-18
555,938854567,Annalise Mil,6 Golf Course Street,13000000,11000000,46,wirausaha,600,baik,2025-02-23
556,921582087,Trudey Cawtheray,5 Graedel Junction,11000000,13000000,24,wirausaha,643,baik,2024-12-28
557,991339100,Torr Denisyev,1476 New Castle Center,9000000,8000000,53,wirausaha,713,baik,2025-09-04
558,914318979,Shelby Ashmole,37 Ridge Oak Alley,14000000,12000000,33,karyawan_swasta,698,buruk,2024-09-19
559,982301662,Samara Durram,2893 Rutledge Center,11000000,12000000,41,karyawan_swasta,665,baik,2025-01-19
560,948658524,Enrica Conry,003 Fairfield Hill,14000000,15000000,24,karyawan_swasta,627,buruk,2024-10-24
561,944304971,Artemus Cota,640 Michigan Avenue,7000000,8000000,33,wirausaha,697,baik,2025-05-24
562,906449670,Hansiain Cowope,45524 Pepper Wood Center,14000000,12000000,18,wirausaha,834,baik,2025-08-02
563,959244532,Clarey Cummungs,09582 Annamark Point,7000000,6000000,26,wirausaha,752,baik,2025-07-26
564,925906923,Wakefield Tottle,1 Nancy Parkway,12000000,14000000,43,wirausaha,850,baik,2025-07-15
565,967571535,Ermina Imeson,71 Summerview Terrace,5000000,6000000,42,wirausaha,788,baik,2025-06-30
566,959015435,Crin Corss,3 Mallard Road,13000000,15000000,38,pns,786,baik,2025-02-16
567,992759097,Con Crucetti,04 Westport Court,7000000,8000000,18,wirausaha,696,baik,2025-02-09
568,907364208,Dalt Mebs,4 Ridge Oak Circle,15000000,18000000,18,karyawan_swasta,612,baik,2025-05-10
569,942171646,Tallie Swate,73733 Columbus Trail,9000000,10000000,41,wirausaha,655,buruk,2024-12-29
570,953129151,Lenette Pilfold,81058 Florence Street,9000000,10000000,21,wirausaha,716,baik,2025-01-15
571,978042860,Cecilius Worge,0 Hovde Center,16000000,14000000,39,wirausaha,598,baik,2025-03-04
572,971927997,Gothart Carff,0110 Sunnyside Place,7000000,6000000,18,karyawan_swasta,728,baik,2025-08-19
573,986940846,Lorrin Brewett,9 Dixon Plaza,12000000,14000000,33,wirausaha,721,baik,2025-01-17
574,970412508,Manfred Mackness,76 High Crossing Circle,5000000,6000000,22,wirausaha,568,buruk,2025-09-12
575,905802545,Lelah Bavister,772 Lakewood Gardens Junction,12000000,10000000,49,pns,648,baik,2025-06-24
576,949352414,Ryon Lealle,8 Milwaukee Court,9000000,10000000,53,karyawan_swasta,731,baik,2025-04-10
577,970060727,Hobart Meaney,44 Dunning Park,10000000,9000000,29,karyawan_swasta,678,baik,2024-12-30
578,967898874,Doralia MacNeilley,38841 Village Avenue,14000000,12000000,40,karyawan_swasta,780,baik,2024-10-05
579,989446005,Egor Girdler,397 Continental Crossing,13000000,15000000,18,wirausaha,822,baik,2025-06-19
580,903237974,Hi Dinnage,68298 Erie Junction,9000000,10000000,29,karyawan_swasta,627,baik,2024-09-21
581,989621022,Jaynell Course,23 Merchant Lane,9000000,11000000,52,karyawan_swasta,698,baik,2025-06-15
582,981311205,Dalton Icke,14278 Elgar Junction,9000000,10000000,64,wirausaha,741,buruk,2024-12-17
583,966745624,Aksel Moyser,2230 Colorado Road,9000000,11000000,59,pns,587,baik,2024-12-29
584,909589256,Benyamin Dyche,773 Fulton Avenue,7000000,6000000,22,wirausaha,717,baik,2024-11-13
585,995589358,Emmalyn Meegin,45276 Manley Parkway,11000000,12000000,42,wirausaha,688,baik,2025-08-01
586,915204598,Verile Hubner,3 Pearson Circle,12000000,11000000,35,karyawan_swasta,715,baik,2025-07-29
587,912437355,Trevor Hounson,827 Sutherland Road,8000000,9000000,23,karyawan_swasta,712,baik,2025-07-10
588,949575118,Cory Schlagh,4 Eggendart Street,11000000,13000000,41,wirausaha,641,baik,2024-11-26
589,903690315,Aubert O'Gormally,04297 Longview Plaza,8000000,9000000,54,wirausaha,694,buruk,2025-04-11
590,979295094,Rorke Colleymore,48237 Lotheville Point,10000000,12000000,46,karyawan_swasta,637,baik,2025-08-02
591,985678005,Nickolaus Mousley,0876 Lunder Hill,7000000,8000000,25,karyawan_swasta,664,baik,2024-10-01
592,979447312,Fedora Dericot,5845 Kensington Parkway,9000000,10000000,43,wirausaha,603,buruk,2025-09-08
593,955773099,Natty Young,60 Roth Junction,10000000,9000000,43,karyawan_swasta,691,baik,2025-03-21
594,913242913,Rabbi Berget,9256 Nancy Court,12000000,14000000,48,pns,578,baik,2025-06-29
595,986980109,Jayme Pomery,1625 Tennyson Place,9000000,11000000,39,pns,704,baik,2025-09-12
596,949757916,Kennith Wellan,5 Hudson Lane,11000000,12000000,28,wirausaha,744,baik,2025-02-12
597,919273994,Ailyn De Benedetti,2 Oak Terrace,12000000,14000000,39,pns,609,baik,2025-02-15
598,991424070,Darsie Clabburn,0 Talisman Point,9000000,8000000,18,karyawan_swasta,800,baik,2024-10-12
599,939269806,Alissa Abrahart,2 Grover Place,10000000,11000000,34,karyawan_swasta,648,baik,2025-06-29
600,907488707,Madelle Whittleton,2476 Eastwood Circle,13000000,11000000,55,wirausaha,671,baik,2025-03-24
601,964208682,Anita Scarlon,99219 Morning Way,12000000,14000000,34,wirausaha,665,baik,2025-02-17
602,908565331,Eartha Klejna,348 Mockingbird Lane,9000000,10000000,21,wirausaha,790,baik,2024-09-24
603,913561551,Merlina Bradley,607 Holy Cross Place,9000000,8000000,40,karyawan_swasta,682,buruk,2025-09-10
604,904794464,Antin Jennery,48328 Pawling Street,11000000,13000000,26,karyawan_swasta,850,baik,2024-10-17
605,972528831,Elnar Greenin,5 Ridge Oak Crossing,9000000,8000000,18,wirausaha,756,baik,2024-09-16
606,944795420,Lynn Kegley,9 Lillian Lane,12000000,14000000,41,karyawan_swasta,661,baik,2025-02-24
607,975361275,Nanete MacAdie,9 Village Green Alley,11000000,9000000,48,wirausaha,668,baik,2024-09-16
608,935089742,Waylon Kayzer,59 Coleman Trail,9000000,10000000,55,karyawan_swasta,770,baik,2025-04-10
609,909852368,Craggie Grahamslaw,09140 Oakridge Street,13000000,11000000,52,karyawan_swasta,739,baik,2024-10-01
610,907504360,Ladonna Dougherty,427 Leroy Street,6000000,7000000,37,pns,639,baik,2024-09-24
611,969079197,Lavinie Simmonite,3 Pleasure Street,11000000,12000000,21,wirausaha,840,baik,2024-12-19
612,930942967,Bing Jonah,046 Valley Edge Point,16000000,18000000,37,karyawan_swasta,745,baik,2025-08-11
613,905966770,Bear Blaszczyk,5356 Bartillon Crossing,6000000,5000000,47,karyawan_swasta,649,buruk,2025-08-25
614,905926133,Elfrieda de Copeman,09637 Lawn Center,10000000,12000000,36,wirausaha,620,buruk,2025-07-31
615,907302055,Kania Hutchens,34344 Jenifer Point,11000000,9000000,29,pns,777,baik,2024-12-31
616,981298720,Glenden Broader,3814 Beilfuss Junction,15000000,17000000,37,karyawan_swasta,709,baik,2024-12-29
617,917507582,Miquela Harring,8810 Bay Avenue,11000000,12000000,37,karyawan_swasta,632,baik,2025-01-17
618,924302532,Steffane Gass,90736 Bayside Pass,6000000,5000000,20,karyawan_swasta,665,baik,2025-01-19
619,994190165,Englebert Shird,3549 Glacier Hill Trail,9000000,11000000,39,wirausaha,769,baik,2024-10-04
620,978623527,Pyotr Isacsson,0384 Hooker Court,12000000,10000000,37,karyawan_swasta,659,baik,2025-05-28
621,924534384,Rakel Bate,2030 5th Crossing,14000000,16000000,19,wirausaha,710,baik,2025-06-24
622,946131866,Vanya Egger,95420 Di Loreto Junction,5000000,6000000,31,karyawan_swasta,839,baik,2025-05-07
623,914417372,Hortensia Melonby,871 Main Hill,10000000,12000000,29,karyawan_swasta,791,baik,2025-04-22
624,947378741,Juanita Childrens,528 High Crossing Center,5000000,6000000,35,wirausaha,829,baik,2025-08-04
625,970039326,Gail Olanda,4028 Tennyson Junction,18000000,20000000,18,karyawan_swasta,681,baik,2024-11-22
626,998681532,Hanna Kemer,72 Warrior Lane,13000000,11000000,26,pns,680,buruk,2025-04-20
627,959544647,Leigha Manoelli,69923 Basil Drive,6000000,7000000,18,karyawan_swasta,612,buruk,2024-11-28
628,914642073,Courtenay Burdell,71983 Elka Parkway,10000000,9000000,27,karyawan_swasta,775,baik,2024-12-24
629,912203059,Demeter Colbron,02 5th Road,10000000,12000000,57,wirausaha,599,baik,2025-07-28
630,974506200,Angelita Farnham,2130 Merry Terrace,6000000,7000000,61,wirausaha,664,baik,2025-07-07
631,925526733,Miquela Penhale,0 Clyde Gallagher Junction,15000000,18000000,51,pns,681,buruk,2024-11-08
632,928137139,Elene Nizet,0 Anzinger Trail,9000000,8000000,38,wirausaha,677,baik,2024-12-06
633,907893250,Salli Crowthe,9022 Fisk Center,14000000,16000000,36,karyawan_swasta,717,baik,2025-06-18
634,978343785,Del Brandon,4064 Scofield Terrace,11000000,12000000,19,wirausaha,526,baik,2025-06-04
635,950272644,Paulie Duddell,06227 6th Court,9000000,11000000,27,karyawan_swasta,738,baik,2025-04-26
636,981288832,Teena Turville,162 Sycamore Parkway,6000000,7000000,20,pns,761,baik,2025-06-20
637,918728880,Robert Akeherst,80435 Artisan Point,9000000,8000000,49,wirausaha,812,baik,2025-01-12
638,907401585,Andrej Koopman,8 Stang Drive,15000000,12000000,44,pns,805,baik,2025-03-06
639,962377500,Jacqui Caris,42 Butternut Drive,5000000,4000000,46,wirausaha,587,baik,2025-08-16
640,920583530,Archaimbaud Londors,46 Jana Parkway,10000000,12000000,29,karyawan_swasta,689,baik,2025-09-06
641,909676678,Newton Robotham,99 Dayton Street,8000000,9000000,20,wirausaha,684,baik,2024-09-18
642,996363069,Dorice Budik,780 Mitchell Street,5000000,4000000,32,karyawan_swasta,811,baik,2025-01-15
643,993008091,Leif Orlton,88 Sunfield Plaza,15000000,13000000,42,pns,799,baik,2024-10-06
644,980048365,Pat Sicily,48698 Valley Edge Crossing,15000000,17000000,37,wirausaha,648,baik,2025-07-13
645,979543303,Rebeka Willsmore,11 Lillian Parkway,7000000,8000000,32,karyawan_swasta,675,baik,2025-01-08
646,924121972,Ethel Chaffer,7502 Carey Court,9000000,10000000,31,wirausaha,562,baik,2025-09-05
647,968132132,Augustin Callan,1 Maple Lane,10000000,11000000,28,karyawan_swasta,651,baik,2025-01-20
648,996392376,Niels Cockrill,1 Vermont Court,7000000,6000000,48,karyawan_swasta,822,baik,2024-09-21
649,984123186,Staci Nattriss,9076 New Castle Way,6000000,7000000,44,pns,646,baik,2024-10-20
650,977865329,Gustavus Bust,0 Maple Wood Street,8000000,9000000,33,wirausaha,763,baik,2025-05-26
651,982680413,Clywd Paraman,9258 Trailsway Hill,10000000,12000000,31,karyawan_swasta,661,baik,2025-02-07
652,917819158,Rossy Houldcroft,5 Artisan Alley,5000000,4000000,24,wirausaha,584,baik,2024-12-05
653,915199122,Walt Harring,351 Kennedy Crossing,10000000,8000000,37,wirausaha,822,baik,2025-07-31
654,911607752,Willey Porrett,51526 Oxford Hill,12000000,13000000,39,karyawan_swasta,684,baik,2025-01-08
655,972016604,Karalynn McCook,2 Mandrake Avenue,8000000,9000000,28,karyawan_swasta,562,buruk,2024-10-17
656,990726701,Kimball Bardsley,0361 Reinke Hill,14000000,16000000,35,wirausaha,667,baik,2025-07-18
657,962315695,Lauren Allon,912 West Avenue,14000000,17000000,45,wirausaha,598,baik,2025-01-30
658,920167032,Melita Plevin,65031 Kenwood Court,8000000,9000000,46,wirausaha,810,baik,2024-10-16
659,959021725,Christiano Flatt,30 Jana Court,10000000,9000000,63,wirausaha,606,baik,2025-03-28
660,908140283,Cherye Moughton,54473 Toban Lane,9000000,10000000,18,karyawan_swasta,744,baik,2025-04-25
661,943946796,Kacie Keese,14935 Bay Court,13000000,14000000,31,wirausaha,702,baik,2025-01-31
662,981131940,Prudence West,6602 Ronald Regan Hill,9000000,8000000,18,wirausaha,847,baik,2025-08-05
663,978320639,Alexandro Mazillius,43528 Manufacturers Crossing,9000000,8000000,33,karyawan_swasta,674,buruk,2025-08-12
664,917440533,Nady Budden,535 Kim Junction,7000000,8000000,48,wirausaha,768,baik,2024-10-05
665,949761101,Haskell Mullane,416 Continental Circle,10000000,11000000,47,wirausaha,642,baik,2024-11-24
666,918535290,Whitaker Caret,9065 Transport Pass,11000000,12000000,37,karyawan_swasta,547,baik,2024-11-04
667,929062255,Tiffani Baxstare,82666 Maywood Plaza,15000000,13000000,32,karyawan_swasta,787,baik,2025-09-01
668,902906262,Marnia Pleass,064 Mayer Terrace,6000000,5000000,53,wirausaha,622,baik,2024-09-17
669,901094530,Ara Betancourt,997 Debs Road,7000000,8000000,26,karyawan_swasta,738,baik,2024-11-05
670,929490578,Montague Benet,981 Parkside Place,13000000,15000000,66,wirausaha,766,baik,2025-03-01
671,985864871,Andromache Paulon,68086 Hallows Street,5000000,6000000,34,karyawan_swasta,652,baik,2025-04-02
672,955394038,Charlotta Timothy,86921 Pine View Place,11000000,10000000,18,wirausaha,641,baik,2024-12-16
673,990814740,Skippy Dudderidge,7 Comanche Way,5000000,4000000,36,wirausaha,764,baik,2024-12-01
674,909757809,Conn Stansby,36003 4th Drive,10000000,12000000,26,pns,719,baik,2025-01-26
675,946218496,Herrick Donativo,366 Erie Drive,8000000,9000000,18,wirausaha,625,buruk,2025-08-06
676,983230906,Thekla Tulk,243 Independence Plaza,5000000,6000000,41,karyawan_swasta,745,baik,2025-04-24
677,916652348,Roy Thewlis,8719 Mitchell Junction,9000000,8000000,37,wirausaha,766,baik,2025-07-27
678,942746476,Zedekiah Janousek,9767 Donald Center,8000000,9000000,19,karyawan_swasta,786,baik,2025-06-11
679,920128375,Deana Swetland,1486 New Castle Center,9000000,8000000,45,wirausaha,616,baik,2025-06-19
680,967705863,Vincenz Monaghan,660 Cottonwood Alley,9000000,10000000,25,pns,708,baik,2025-08-13
681,918379430,Barnett Croughan,3760 Coolidge Terrace,16000000,14000000,30,wirausaha,701,baik,2025-04-10
682,940063217,Jonathon January 1st,80 Sachtjen Pass,11000000,13000000,38,wirausaha,697,baik,2025-01-16
683,946470173,Gustav Marmyon,88 Blue Bill Park Junction,11000000,13000000,21,wirausaha,722,baik,2025-01-15
684,906643205,Ailsun Cusworth,2 Springview Terrace,11000000,10000000,44,karyawan_swasta,738,baik,2025-02-01
685,924899469,Casper Mingardi,33 Dawn Lane,13000000,14000000,41,karyawan_swasta,555,baik,2025-05-30
686,995871050,Bale Lambarth,6 Vernon Crossing,14000000,16000000,18,pns,690,buruk,2024-11-05
687,977595263,Hyacinthie Kondratowicz,623 Twin Pines Park,12000000,10000000,50,wirausaha,612,baik,2025-01-30
688,975674316,Jorgan Ghilardi,3031 Garrison Center,14000000,15000000,30,wirausaha,739,baik,2025-05-15
689,935995170,Allison Rhead,1 Kings Street,16000000,13000000,46,wirausaha,622,baik,2025-04-09
690,921513869,Ardeen Castelijn,36 Miller Park,15000000,17000000,34,wirausaha,818,baik,2024-10-17
691,996258926,Husain Frarey,9 Superior Hill,12000000,13000000,43,wirausaha,647,baik,2024-12-26
692,940208593,La verne Deware,4724 Carberry Junction,12000000,13000000,45,wirausaha,655,baik,2025-01-23
693,935923979,Hannis Float,3182 Marquette Trail,8000000,7000000,24,wirausaha,700,baik,2025-02-02
694,905082910,Eve Ryley,817 Lerdahl Lane,9000000,11000000,28,karyawan_swasta,666,baik,2025-02-01
695,988468333,Fredek Maginn,1 Talisman Point,12000000,11000000,54,karyawan_swasta,606,baik,2024-10-16
696,974901316,Celestyn Thiem,6 Sunfield Alley,10000000,12000000,36,karyawan_swasta,612,baik,2024-10-30
697,997145698,Meta Hulk,0693 Fairview Drive,17000000,20000000,25,karyawan_swasta,733,baik,2025-02-12
698,908884895,Brocky Speares,603 Nelson Junction,8000000,9000000,28,pns,696,baik,2024-12-09
699,950685093,Rocky Witling,56165 Southridge Drive,10000000,12000000,36,wirausaha,624,baik,2025-05-18
700,911972305,Rex Dodsley,05 John Wall Crossing,5000000,4000000,42,karyawan_swasta,673,baik,2025-04-22
701,911385974,Britteny Coldtart,466 Tennessee Plaza,12000000,10000000,32,wirausaha,798,baik,2025-07-23
702,968854741,Cullin Sutherland,340 Erie Pass,13000000,15000000,49,karyawan_swasta,680,baik,2025-08-07
703,967026782,Arley Ferson,576 Dunning Terrace,15000000,17000000,37,karyawan_swasta,697,baik,2024-09-25
704,926469078,Ammamaria Goring,849 Warbler Court,10000000,11000000,38,wirausaha,679,baik,2025-08-05
705,919069113,Dunstan Pedycan,2 Shelley Circle,6000000,7000000,47,wirausaha,649,baik,2024-10-23
706,916514490,Lari Karolyi,70 Warbler Street,11000000,13000000,21,wirausaha,850,baik,2025-04-24
707,964969361,Torrie De La Coste,873 Green Ridge Trail,14000000,17000000,46,wirausaha,601,baik,2024-10-16
708,933862720,Henrietta Czajka,1998 Gulseth Alley,12000000,14000000,44,wirausaha,694,baik,2024-09-26
709,920961744,Dorothy Hilley,1 Pennsylvania Park,10000000,8000000,32,wirausaha,588,buruk,2025-02-13
710,989312216,Abbe Wilfinger,8 Arrowood Plaza,10000000,12000000,27,wirausaha,674,baik,2025-03-08
711,943883644,Kerri Jeness,0562 Kim Circle,12000000,14000000,49,wirausaha,777,baik,2024-12-10
712,944039817,Harli Kennewell,6194 Meadow Vale Drive,13000000,15000000,29,karyawan_swasta,572,buruk,2025-07-06
713,967957954,Eudora Pipkin,175 Brown Plaza,12000000,14000000,35,wirausaha,770,baik,2025-07-06
714,989947134,Kit Ochterlonie,25743 Hudson Center,15000000,17000000,18,wirausaha,684,baik,2025-09-06
715,984586375,Elwin Swinnerton,86 Gale Avenue,11000000,12000000,51,pns,568,buruk,2024-12-19
716,965544268,Silva Milksop,03666 Coolidge Parkway,12000000,14000000,18,wirausaha,663,buruk,2025-02-10
717,992250007,Ryann Perrington,4736 Cardinal Court,6000000,7000000,36,karyawan_swasta,672,baik,2024-12-13
718,904181913,Vincent Hayselden,305 Ridgeway Circle,9000000,10000000,36,wirausaha,693,baik,2025-01-22
719,991799658,Holden Parkyn,2 Oriole Drive,15000000,13000000,48,wirausaha,688,baik,2024-12-17
720,977894273,Jo Bullar,2 Tomscot Pass,10000000,11000000,24,pns,720,baik,2025-03-11
721,955821028,Clarence Yokel,7 Schlimgen Junction,12000000,10000000,33,wirausaha,668,baik,2025-05-07
722,986519163,Andres Moreing,729 Coleman Junction,11000000,10000000,18,karyawan_swasta,679,baik,2025-02-04
723,922475279,Temple Emblow,3857 Declaration Park,11000000,12000000,44,karyawan_swasta,578,baik,2025-05-11
724,909759742,Sashenka Bernot,2917 Schmedeman Trail,13000000,15000000,32,karyawan_swasta,850,baik,2025-07-27
725,981765217,Reinwald Simkiss,40 Gulseth Parkway,8000000,9000000,51,wirausaha,639,baik,2025-07-17
726,928636138,Beryl Tringham,4617 Dahle Court,9000000,11000000,26,wirausaha,823,baik,2024-10-23
727,943530809,Weber Brech,8737 Knutson Avenue,5000000,6000000,26,wirausaha,761,baik,2025-06-28
728,902474925,Roderick Searl,7 Maywood Road,5000000,4000000,43,wirausaha,649,baik,2025-08-29
729,926430340,Vina Kordas,1614 Bartelt Court,14000000,12000000,34,wirausaha,651,baik,2024-09-25
730,989546405,Darelle Jarrett,1 Sage Alley,5000000,6000000,51,wirausaha,770,baik,2024-12-03
731,932285420,Darb Frankcombe,5 Cherokee Point,14000000,12000000,29,wirausaha,653,buruk,2025-02-24
732,919887061,Parke Mollison,7198 Mallory Place,9000000,8000000,49,wirausaha,641,buruk,2025-08-30
733,994340353,Micheline Ahrens,81 Waxwing Hill,8000000,9000000,36,wirausaha,656,baik,2025-03-24
734,926951838,Timotheus Cahillane,69540 Anniversary Parkway,7000000,8000000,37,wirausaha,705,baik,2025-03-07
735,998421805,Timoteo Coen,01527 Stuart Place,6000000,7000000,18,wirausaha,712,baik,2025-09-14
736,938266273,Shana Tills,4980 Transport Drive,13000000,15000000,42,karyawan_swasta,641,baik,2024-10-29
737,969536051,Merci Suddick,26 Oak Valley Plaza,14000000,16000000,51,wirausaha,724,baik,2025-05-20
738,964780983,Waldo Morden,988 Morningstar Court,11000000,13000000,37,wirausaha,527,baik,2024-12-29
739,922792331,Lilla Von Helmholtz,466 Lakewood Hill,13000000,15000000,24,wirausaha,522,baik,2025-05-15
740,911980716,Isabelita Glenn,04249 Sauthoff Hill,7000000,6000000,36,wirausaha,790,baik,2024-10-17
741,967481728,Allard Telling,322 Graceland Lane,15000000,13000000,18,karyawan_swasta,668,baik,2025-02-22
742,941954426,Antonius Mackrill,54565 Eggendart Lane,9000000,10000000,42,wirausaha,726,baik,2025-05-28
743,972531811,Winn Tankin,40 Doe Crossing Avenue,7000000,8000000,35,wirausaha,827,baik,2025-05-07
744,993815217,Janis Placido,55116 Welch Avenue,5000000,6000000,27,wirausaha,597,buruk,2025-01-31
745,900047289,Byrom Fyndon,8 Holy Cross Crossing,12000000,14000000,55,karyawan_swasta,722,baik,2025-09-02
746,930848815,Cece Janicki,996 Veith Lane,8000000,7000000,48,karyawan_swasta,644,baik,2025-07-12
747,905822845,Margo Slimings,6202 Milwaukee Circle,10000000,11000000,49,wirausaha,735,baik,2025-03-09
748,959527138,Gasparo Haville,1 Buell Crossing,10000000,12000000,48,wirausaha,850,baik,2025-07-18
749,951001002,Jeannette Maingot,30 Dryden Street,12000000,10000000,63,wirausaha,808,baik,2025-08-08
750,906212865,Trenna Dearness,31 Starling Place,13000000,15000000,37,wirausaha,633,baik,2025-05-06
751,976229783,Andre Shepherdson,13834 Burning Wood Pass,11000000,9000000,46,wirausaha,850,baik,2024-12-17
752,943939458,Hardy Dominicacci,343 Commercial Crossing,11000000,10000000,40,karyawan_swasta,713,baik,2024-09-22
753,911128483,Jesus Martinson,1028 Vidon Lane,10000000,11000000,26,wirausaha,763,baik,2025-05-29
754,996976820,Roshelle Sheldon,00 Kedzie Street,15000000,17000000,46,wirausaha,775,baik,2025-09-11
755,912501195,Katusha Schutt,614 Granby Court,10000000,11000000,33,wirausaha,676,baik,2025-04-16
756,906443146,Karel Luetkemeyers,69863 International Park,6000000,5000000,35,wirausaha,839,baik,2025-06-15
757,950196972,Leilah Belin,9 Westerfield Place,13000000,12000000,18,karyawan_swasta,693,buruk,2025-04-22
758,953793962,Lesli Winchurst,970 Duke Place,11000000,10000000,36,wirausaha,601,buruk,2025-07-01
759,998314782,Forrester Mathiot,637 Hayes Avenue,14000000,16000000,33,wirausaha,636,buruk,2025-08-29
760,901239209,Saraann Verner,92 Eggendart Place,14000000,12000000,45,karyawan_swasta,790,baik,2025-06-24
761,936235025,Ursula Donnan,29 Luster Parkway,11000000,13000000,25,karyawan_swasta,691,baik,2025-02-09
762,952746883,Biddy Bunson,808 Gulseth Circle,10000000,11000000,33,wirausaha,738,baik,2024-10-04
